Date;valve
2/10/2021 2:52:48 AM;open for 20ms
2/10/2021 3:31:48 AM;open for 20ms
2/10/2021 4:07:31 AM;open for 20ms
2/10/2021 4:44:51 AM;open for 20ms
2/10/2021 5:22:28 AM;open for 20ms
2/10/2021 5:58:07 AM;open for 20ms
2/10/2021 6:33:28 AM;open for 20ms
2/10/2021 7:10:41 AM;open for 20ms
2/10/2021 7:45:44 AM;open for 20ms
2/10/2021 8:22:46 AM;open for 20ms
2/10/2021 8:59:58 AM;open for 20ms
2/10/2021 9:36:06 AM;open for 20ms
2/10/2021 10:12:14 AM;open for 20ms
2/10/2021 10:24:46 AM;open for 20ms
2/10/2021 10:25:15 AM;open for 20ms
2/10/2021 11:02:55 AM;open for 20ms
2/10/2021 11:03:24 AM;open for 20ms
2/10/2021 11:03:52 AM;open for 20ms
2/10/2021 11:04:21 AM;open for 20ms
2/10/2021 11:04:50 AM;open for 20ms
2/10/2021 11:05:19 AM;open for 20ms
2/10/2021 11:05:48 AM;open for 20ms
2/10/2021 11:06:16 AM;open for 20ms
2/10/2021 11:06:45 AM;open for 20ms
2/10/2021 11:07:14 AM;open for 20ms
2/10/2021 11:28:47 AM;open for 20ms
2/10/2021 12:02:38 PM;open for 20ms
2/10/2021 12:35:53 PM;open for 20ms
2/10/2021 1:08:06 PM;open for 20ms
2/10/2021 1:39:22 PM;open for 20ms
2/10/2021 2:29:39 PM;open for 20ms
2/10/2021 2:30:08 PM;open for 20ms
2/10/2021 2:30:37 PM;open for 20ms
2/10/2021 2:31:06 PM;open for 20ms
2/10/2021 2:31:34 PM;open for 20ms
2/10/2021 2:32:03 PM;open for 20ms
2/10/2021 2:32:32 PM;open for 20ms
2/10/2021 2:33:01 PM;open for 20ms
2/10/2021 2:33:30 PM;open for 20ms
2/10/2021 2:33:58 PM;open for 20ms
2/10/2021 2:50:57 PM;open for 20ms
2/10/2021 3:16:06 PM;open for 20ms
2/10/2021 3:43:57 PM;open for 20ms
2/10/2021 4:12:10 PM;open for 20ms
2/10/2021 5:03:46 PM;open for 20ms
2/10/2021 5:04:15 PM;open for 20ms
2/10/2021 5:04:44 PM;open for 20ms
2/10/2021 5:05:13 PM;open for 20ms
2/10/2021 5:05:42 PM;open for 20ms
2/10/2021 5:06:10 PM;open for 20ms
2/10/2021 5:06:39 PM;open for 20ms
2/10/2021 5:07:08 PM;open for 20ms
2/10/2021 5:07:37 PM;open for 20ms
2/10/2021 5:08:06 PM;open for 20ms
2/10/2021 5:25:51 PM;open for 20ms
2/10/2021 5:51:15 PM;open for 20ms
2/10/2021 6:19:56 PM;open for 20ms
2/10/2021 6:48:08 PM;open for 20ms
2/10/2021 7:18:05 PM;open for 20ms
2/10/2021 7:46:00 PM;open for 20ms
2/10/2021 8:14:27 PM;open for 20ms
2/10/2021 8:44:27 PM;open for 20ms
2/10/2021 9:14:02 PM;open for 20ms
2/10/2021 9:42:54 PM;open for 20ms
2/10/2021 10:10:52 PM;open for 20ms
2/10/2021 10:39:52 PM;open for 20ms
2/10/2021 11:07:39 PM;open for 20ms
2/10/2021 11:35:26 PM;open for 20ms
2/11/2021 12:05:05 AM;open for 20ms
2/11/2021 12:32:52 AM;open for 20ms
2/11/2021 1:01:33 AM;open for 20ms
2/11/2021 1:29:39 AM;open for 20ms
2/11/2021 1:57:33 AM;open for 20ms
2/11/2021 2:25:06 AM;open for 20ms
2/11/2021 2:53:36 AM;open for 20ms
2/11/2021 3:20:37 AM;open for 20ms
2/11/2021 3:49:40 AM;open for 20ms
2/11/2021 4:15:14 AM;open for 20ms
2/11/2021 4:43:08 AM;open for 20ms
2/11/2021 5:10:01 AM;open for 20ms
2/11/2021 5:37:31 AM;open for 20ms
2/11/2021 6:06:05 AM;open for 20ms
2/11/2021 6:32:36 AM;open for 20ms
2/11/2021 7:00:02 AM;open for 20ms
2/11/2021 7:26:33 AM;open for 20ms
2/11/2021 7:53:16 AM;open for 20ms
2/11/2021 8:21:28 AM;open for 20ms
2/11/2021 8:48:07 AM;open for 20ms
2/11/2021 9:15:54 AM;open for 20ms
2/11/2021 9:41:07 AM;open for 20ms
2/11/2021 10:09:23 AM;open for 20ms
2/11/2021 10:50:28 AM;open for 20ms
2/11/2021 10:50:57 AM;open for 20ms
2/11/2021 10:51:26 AM;open for 20ms
2/11/2021 10:51:55 AM;open for 20ms
2/11/2021 10:52:23 AM;open for 20ms
2/11/2021 10:52:52 AM;open for 20ms
2/11/2021 10:53:21 AM;open for 20ms
2/11/2021 10:53:50 AM;open for 20ms
2/11/2021 10:54:19 AM;open for 20ms
2/11/2021 10:54:47 AM;open for 20ms
2/11/2021 11:14:57 AM;open for 20ms
2/11/2021 11:41:29 AM;open for 20ms
2/11/2021 12:08:33 PM;open for 20ms
2/11/2021 12:35:30 PM;open for 20ms
2/11/2021 1:03:24 PM;open for 20ms
2/11/2021 1:31:00 PM;open for 20ms
2/11/2021 1:31:29 PM;open for 20ms
2/11/2021 1:31:58 PM;open for 20ms
2/11/2021 1:32:26 PM;open for 20ms
2/11/2021 1:32:55 PM;open for 20ms
2/11/2021 1:33:24 PM;open for 20ms
2/11/2021 1:33:53 PM;open for 20ms
2/11/2021 1:34:22 PM;open for 20ms
2/11/2021 1:34:51 PM;open for 20ms
2/11/2021 1:35:19 PM;open for 20ms
2/11/2021 1:59:20 PM;open for 20ms
2/11/2021 2:23:09 PM;open for 20ms
2/11/2021 2:48:36 PM;open for 20ms
2/11/2021 3:14:14 PM;open for 20ms
2/11/2021 3:38:03 PM;open for 20ms
2/11/2021 4:05:18 PM;open for 20ms
2/11/2021 4:32:15 PM;open for 20ms
2/11/2021 4:53:33 PM;open for 20ms
2/11/2021 4:54:02 PM;open for 20ms
2/11/2021 4:54:31 PM;open for 20ms
2/11/2021 4:54:59 PM;open for 20ms
2/11/2021 4:55:28 PM;open for 20ms
2/11/2021 4:55:57 PM;open for 20ms
2/11/2021 4:56:26 PM;open for 20ms
2/11/2021 4:56:55 PM;open for 20ms
2/11/2021 4:57:23 PM;open for 20ms
2/11/2021 4:57:52 PM;open for 20ms
2/11/2021 5:23:33 PM;open for 20ms
2/11/2021 5:45:46 PM;open for 20ms
2/11/2021 6:13:22 PM;open for 20ms
2/11/2021 6:35:06 PM;open for 20ms
2/11/2021 7:02:31 PM;open for 20ms
2/11/2021 7:27:19 PM;open for 20ms
2/11/2021 7:52:31 PM;open for 20ms
2/11/2021 8:18:52 PM;open for 20ms
2/11/2021 8:44:19 PM;open for 20ms
2/11/2021 9:10:29 PM;open for 20ms
2/11/2021 9:34:58 PM;open for 20ms
2/11/2021 10:02:06 PM;open for 20ms
2/11/2021 10:27:04 PM;open for 20ms
2/11/2021 10:51:22 PM;open for 20ms
2/11/2021 11:18:04 PM;open for 20ms
2/11/2021 11:44:14 PM;open for 20ms
2/12/2021 12:09:23 AM;open for 20ms
2/12/2021 12:35:30 AM;open for 20ms
2/12/2021 1:00:35 AM;open for 20ms
2/12/2021 1:25:11 AM;open for 20ms
2/12/2021 1:51:43 AM;open for 20ms
2/12/2021 2:15:58 AM;open for 20ms
2/12/2021 2:41:25 AM;open for 20ms
2/12/2021 3:08:39 AM;open for 20ms
2/12/2021 3:32:22 AM;open for 20ms
2/12/2021 4:00:05 AM;open for 20ms
2/12/2021 4:25:03 AM;open for 20ms
2/12/2021 4:49:29 AM;open for 20ms
2/12/2021 5:16:04 AM;open for 20ms
2/12/2021 5:40:19 AM;open for 20ms
2/12/2021 6:07:02 AM;open for 20ms
2/12/2021 6:30:48 AM;open for 20ms
2/12/2021 6:58:17 AM;open for 20ms
2/12/2021 7:23:18 AM;open for 20ms
2/12/2021 7:49:32 AM;open for 20ms
2/12/2021 8:15:20 AM;open for 20ms
2/12/2021 8:41:20 AM;open for 20ms
2/12/2021 9:07:19 AM;open for 20ms
2/12/2021 9:31:41 AM;open for 20ms
2/12/2021 9:56:28 AM;open for 20ms
2/12/2021 10:23:07 AM;open for 20ms
2/12/2021 11:08:55 AM;open for 20ms
2/12/2021 11:09:23 AM;open for 20ms
2/12/2021 11:09:52 AM;open for 20ms
2/12/2021 11:10:21 AM;open for 20ms
2/12/2021 11:10:50 AM;open for 20ms
2/12/2021 11:11:19 AM;open for 20ms
2/12/2021 11:11:47 AM;open for 20ms
2/12/2021 11:12:16 AM;open for 20ms
2/12/2021 11:12:45 AM;open for 20ms
2/12/2021 11:13:14 AM;open for 20ms
2/12/2021 11:26:04 AM;open for 20ms
2/12/2021 11:39:53 AM;open for 20ms
2/12/2021 11:56:30 AM;open for 20ms
2/12/2021 12:10:44 PM;open for 20ms
2/12/2021 12:26:09 PM;open for 20ms
2/12/2021 12:42:32 PM;open for 20ms
2/12/2021 12:56:35 PM;open for 20ms
2/12/2021 1:12:43 PM;open for 20ms
3/19/2021 5:20:56 PM;open for 20ms
3/19/2021 5:21:24 PM;open for 20ms
3/19/2021 5:21:53 PM;open for 20ms
3/19/2021 5:22:22 PM;open for 20ms
3/19/2021 5:22:51 PM;open for 20ms
3/19/2021 5:23:20 PM;open for 20ms
3/19/2021 5:23:48 PM;open for 20ms
3/19/2021 5:24:17 PM;open for 20ms
3/19/2021 5:24:46 PM;open for 20ms
3/19/2021 5:25:15 PM;open for 20ms
3/19/2021 5:25:44 PM;open for 20ms
3/19/2021 5:26:12 PM;open for 20ms
3/19/2021 5:29:31 PM;open for 20ms
3/19/2021 5:40:48 PM;open for 20ms
3/19/2021 5:51:43 PM;open for 20ms
3/19/2021 6:04:05 PM;open for 20ms
3/19/2021 6:17:03 PM;open for 20ms
3/19/2021 6:30:36 PM;open for 20ms
3/19/2021 6:44:35 PM;open for 20ms
3/19/2021 6:59:14 PM;open for 20ms
3/19/2021 7:13:35 PM;open for 20ms
3/19/2021 7:27:41 PM;open for 20ms
3/19/2021 7:42:52 PM;open for 20ms
3/19/2021 7:58:03 PM;open for 20ms
3/19/2021 8:12:42 PM;open for 20ms
3/19/2021 8:27:53 PM;open for 20ms
3/19/2021 8:43:40 PM;open for 20ms
3/19/2021 8:59:27 PM;open for 20ms
3/19/2021 9:15:14 PM;open for 20ms
3/19/2021 9:30:36 PM;open for 20ms
3/19/2021 9:46:52 PM;open for 20ms
3/19/2021 10:03:04 PM;open for 20ms
3/19/2021 10:18:51 PM;open for 20ms
3/19/2021 10:35:29 PM;open for 20ms
3/19/2021 10:51:27 PM;open for 20ms
3/19/2021 11:08:18 PM;open for 20ms
3/19/2021 11:24:02 PM;open for 20ms
3/19/2021 11:39:49 PM;open for 20ms
3/19/2021 11:56:59 PM;open for 20ms
3/20/2021 12:12:57 AM;open for 20ms
3/20/2021 12:29:31 AM;open for 20ms
3/20/2021 12:45:29 AM;open for 20ms
3/20/2021 1:01:55 AM;open for 20ms
3/20/2021 1:18:58 AM;open for 20ms
3/20/2021 1:34:20 AM;open for 20ms
3/20/2021 1:51:59 AM;open for 20ms
3/20/2021 2:07:13 AM;open for 20ms
3/20/2021 2:23:51 AM;open for 20ms
3/20/2021 2:41:01 AM;open for 20ms
3/20/2021 2:57:56 AM;open for 20ms
3/20/2021 3:14:12 AM;open for 20ms
3/20/2021 3:30:21 AM;open for 20ms
3/20/2021 3:47:20 AM;open for 20ms
3/20/2021 4:04:15 AM;open for 20ms
3/20/2021 4:20:35 AM;open for 20ms
3/20/2021 4:36:58 AM;open for 20ms
3/20/2021 4:53:25 AM;open for 20ms
3/20/2021 5:10:13 AM;open for 20ms
3/20/2021 5:26:50 AM;open for 20ms
3/20/2021 5:44:04 AM;open for 20ms
3/20/2021 6:00:02 AM;open for 20ms
3/20/2021 6:16:57 AM;open for 20ms
3/20/2021 6:33:10 AM;open for 20ms
3/20/2021 6:50:48 AM;open for 20ms
3/20/2021 7:06:25 AM;open for 20ms
3/20/2021 7:23:52 AM;open for 20ms
3/20/2021 7:40:34 AM;open for 20ms
3/20/2021 7:57:36 AM;open for 20ms
3/20/2021 8:13:59 AM;open for 20ms
3/20/2021 8:30:51 AM;open for 20ms
3/20/2021 8:47:18 AM;open for 20ms
3/20/2021 9:03:59 AM;open for 20ms
3/20/2021 9:21:02 AM;open for 20ms
3/20/2021 9:38:19 AM;open for 20ms
3/20/2021 9:55:04 AM;open for 20ms
3/20/2021 10:11:59 AM;open for 20ms
3/20/2021 10:28:33 AM;open for 20ms
3/20/2021 10:45:28 AM;open for 20ms
3/20/2021 11:01:48 AM;open for 20ms
3/20/2021 11:18:25 AM;open for 20ms
3/20/2021 11:35:07 AM;open for 20ms
3/20/2021 11:52:02 AM;open for 20ms
3/20/2021 12:08:47 PM;open for 20ms
3/20/2021 12:25:46 PM;open for 20ms
3/20/2021 12:42:59 PM;open for 20ms
3/20/2021 12:58:54 PM;open for 20ms
3/20/2021 1:16:00 PM;open for 20ms
3/20/2021 1:33:46 PM;open for 20ms
3/20/2021 1:49:33 PM;open for 20ms
3/20/2021 2:06:39 PM;open for 20ms
3/20/2021 2:23:42 PM;open for 20ms
3/20/2021 2:39:54 PM;open for 20ms
3/20/2021 2:57:26 PM;open for 20ms
3/20/2021 3:14:36 PM;open for 20ms
3/20/2021 3:30:08 PM;open for 20ms
3/20/2021 3:47:43 PM;open for 20ms
3/20/2021 4:03:59 PM;open for 20ms
3/20/2021 4:21:06 PM;open for 20ms
3/20/2021 4:37:29 PM;open for 20ms
3/20/2021 4:54:53 PM;open for 20ms
3/20/2021 5:11:12 PM;open for 20ms
3/20/2021 5:27:32 PM;open for 20ms
3/20/2021 5:45:03 PM;open for 20ms
3/20/2021 6:01:23 PM;open for 20ms
3/20/2021 6:18:00 PM;open for 20ms
3/20/2021 6:34:09 PM;open for 20ms
3/20/2021 6:51:15 PM;open for 20ms
3/20/2021 7:07:38 PM;open for 20ms
3/20/2021 7:24:20 PM;open for 20ms
3/20/2021 7:42:27 PM;open for 20ms
3/20/2021 7:57:53 PM;open for 20ms
3/20/2021 8:15:28 PM;open for 20ms
3/20/2021 8:31:22 PM;open for 20ms
3/20/2021 8:48:35 PM;open for 20ms
3/20/2021 9:04:37 PM;open for 20ms
3/20/2021 9:22:12 PM;open for 20ms
3/20/2021 9:37:48 PM;open for 20ms
3/20/2021 9:55:41 PM;open for 20ms
3/20/2021 10:12:26 PM;open for 20ms
3/20/2021 10:28:38 PM;open for 20ms
3/20/2021 10:45:41 PM;open for 20ms
3/20/2021 11:02:11 PM;open for 20ms
3/20/2021 11:19:07 PM;open for 20ms
3/20/2021 11:36:28 PM;open for 20ms
3/20/2021 11:53:16 PM;open for 20ms
3/21/2021 12:08:49 AM;open for 20ms
3/21/2021 12:26:35 AM;open for 20ms
3/21/2021 12:43:48 AM;open for 20ms
3/21/2021 12:59:42 AM;open for 20ms
3/21/2021 1:16:20 AM;open for 20ms
3/21/2021 1:33:12 AM;open for 20ms
3/21/2021 1:51:08 AM;open for 20ms
3/21/2021 2:07:24 AM;open for 20ms
3/21/2021 2:23:55 AM;open for 20ms
3/21/2021 2:40:28 AM;open for 20ms
3/21/2021 2:57:35 AM;open for 20ms
3/21/2021 3:13:22 AM;open for 20ms
3/21/2021 3:30:10 AM;open for 20ms
3/21/2021 3:47:13 AM;open for 20ms
3/21/2021 4:04:16 AM;open for 20ms
3/21/2021 4:20:10 AM;open for 20ms
3/21/2021 4:37:34 AM;open for 20ms
3/21/2021 4:53:43 AM;open for 20ms
3/21/2021 5:10:38 AM;open for 20ms
3/21/2021 5:26:43 AM;open for 20ms
3/21/2021 5:43:28 AM;open for 20ms
3/21/2021 6:00:34 AM;open for 20ms
3/21/2021 6:16:14 AM;open for 20ms
3/21/2021 6:33:57 AM;open for 20ms
3/21/2021 6:49:18 AM;open for 20ms
3/21/2021 7:06:43 AM;open for 20ms
3/21/2021 7:23:13 AM;open for 20ms
3/21/2021 7:40:01 AM;open for 20ms
3/21/2021 7:55:59 AM;open for 20ms
3/21/2021 8:13:42 AM;open for 20ms
3/21/2021 8:29:47 AM;open for 20ms
3/21/2021 8:46:35 AM;open for 20ms
3/21/2021 9:02:58 AM;open for 20ms
3/21/2021 9:20:51 AM;open for 20ms
3/21/2021 9:36:45 AM;open for 20ms
3/21/2021 9:53:23 AM;open for 20ms
3/21/2021 10:11:02 AM;open for 20ms
3/21/2021 10:26:27 AM;open for 20ms
3/21/2021 10:44:13 AM;open for 20ms
3/21/2021 11:00:29 AM;open for 20ms
3/21/2021 11:17:24 AM;open for 20ms
3/21/2021 11:33:29 AM;open for 20ms
3/21/2021 11:50:54 AM;open for 20ms
3/21/2021 12:07:13 PM;open for 20ms
3/21/2021 12:23:15 PM;open for 20ms
3/21/2021 12:40:32 PM;open for 20ms
3/21/2021 12:56:30 PM;open for 20ms
3/21/2021 1:14:08 PM;open for 20ms
3/21/2021 1:30:50 PM;open for 20ms
3/21/2021 1:47:59 PM;open for 20ms
3/21/2021 2:04:05 PM;open for 20ms
3/21/2021 2:20:06 PM;open for 20ms
3/21/2021 2:36:44 PM;open for 20ms
3/21/2021 2:53:07 PM;open for 20ms
3/21/2021 3:09:15 PM;open for 20ms
3/21/2021 3:26:07 PM;open for 20ms
3/21/2021 3:42:37 PM;open for 20ms
3/21/2021 3:59:22 PM;open for 20ms
3/21/2021 4:16:18 PM;open for 20ms
3/21/2021 4:32:19 PM;open for 20ms
3/21/2021 4:49:00 PM;open for 20ms
3/21/2021 5:05:41 PM;open for 20ms
3/21/2021 5:22:01 PM;open for 20ms
3/21/2021 5:38:24 PM;open for 20ms
3/21/2021 5:54:43 PM;open for 20ms
3/21/2021 6:11:57 PM;open for 20ms
3/21/2021 6:28:16 PM;open for 20ms
3/21/2021 6:44:18 PM;open for 20ms
3/21/2021 7:00:52 PM;open for 20ms
3/21/2021 7:17:15 PM;open for 20ms
3/21/2021 7:33:56 PM;open for 20ms
3/21/2021 7:50:55 PM;open for 20ms
3/21/2021 8:07:11 PM;open for 20ms
3/21/2021 8:23:02 PM;open for 20ms
3/21/2021 8:40:30 PM;open for 20ms
3/21/2021 8:56:35 PM;open for 20ms
3/21/2021 9:14:03 PM;open for 20ms
3/21/2021 9:30:11 PM;open for 20ms
3/21/2021 9:45:08 PM;open for 20ms
3/21/2021 10:02:50 PM;open for 20ms
3/21/2021 10:19:39 PM;open for 20ms
3/21/2021 10:36:05 PM;open for 20ms
3/21/2021 10:53:12 PM;open for 20ms
3/21/2021 11:08:51 PM;open for 20ms
3/21/2021 11:25:58 PM;open for 20ms
3/21/2021 11:42:53 PM;open for 20ms
3/21/2021 11:58:08 PM;open for 20ms
3/22/2021 12:15:07 AM;open for 20ms
3/22/2021 12:31:19 AM;open for 20ms
3/22/2021 12:47:32 AM;open for 20ms
3/22/2021 1:04:13 AM;open for 20ms
3/22/2021 1:20:47 AM;open for 20ms
3/22/2021 1:36:37 AM;open for 20ms
3/22/2021 1:54:01 AM;open for 20ms
3/22/2021 2:10:03 AM;open for 20ms
3/22/2021 2:26:51 AM;open for 20ms
3/22/2021 2:43:25 AM;open for 20ms
3/22/2021 2:59:55 AM;open for 20ms
3/22/2021 3:16:15 AM;open for 20ms
3/22/2021 3:32:02 AM;open for 20ms
3/22/2021 3:49:01 AM;open for 20ms
3/22/2021 4:05:46 AM;open for 20ms
3/22/2021 4:21:47 AM;open for 20ms
3/22/2021 4:38:54 AM;open for 20ms
3/22/2021 4:54:59 AM;open for 20ms
3/22/2021 5:11:04 AM;open for 20ms
3/22/2021 5:27:12 AM;open for 20ms
3/22/2021 5:43:54 AM;open for 20ms
3/22/2021 6:00:17 AM;open for 20ms
3/22/2021 6:17:08 AM;open for 20ms
3/22/2021 6:32:48 AM;open for 20ms
3/22/2021 6:49:47 AM;open for 20ms
3/22/2021 7:05:38 AM;open for 20ms
3/22/2021 7:21:47 AM;open for 20ms
3/22/2021 7:38:10 AM;open for 20ms
3/22/2021 7:54:37 AM;open for 20ms
3/22/2021 8:11:10 AM;open for 20ms
3/22/2021 8:27:44 AM;open for 20ms
3/22/2021 8:44:22 AM;open for 20ms
3/22/2021 8:59:33 AM;open for 20ms
3/22/2021 9:17:22 AM;open for 20ms
3/22/2021 9:33:28 AM;open for 20ms
3/22/2021 9:50:30 AM;open for 20ms
3/22/2021 10:06:17 AM;open for 20ms
3/22/2021 10:23:02 AM;open for 20ms
3/22/2021 10:39:29 AM;open for 20ms
3/22/2021 10:54:40 AM;open for 20ms
3/22/2021 11:13:16 AM;open for 20ms
3/22/2021 11:29:43 AM;open for 20ms
3/22/2021 11:45:44 AM;open for 20ms
3/22/2021 12:02:29 PM;open for 20ms
3/22/2021 12:18:09 PM;open for 20ms
3/22/2021 12:34:57 PM;open for 20ms
3/22/2021 12:50:48 PM;open for 20ms
3/22/2021 1:07:51 PM;open for 20ms
3/22/2021 1:24:17 PM;open for 20ms
3/22/2021 1:41:16 PM;open for 20ms
3/22/2021 1:56:53 PM;open for 20ms
3/22/2021 2:13:16 PM;open for 20ms
3/22/2021 2:30:08 PM;open for 20ms
3/22/2021 2:46:34 PM;open for 20ms
3/22/2021 3:27:28 PM;open for 20ms
3/22/2021 3:27:57 PM;open for 20ms
3/22/2021 3:28:26 PM;open for 20ms
3/22/2021 3:28:55 PM;open for 20ms
3/22/2021 3:29:24 PM;open for 20ms
3/22/2021 3:29:52 PM;open for 20ms
3/22/2021 3:30:21 PM;open for 20ms
3/22/2021 3:30:50 PM;open for 20ms
3/22/2021 3:31:19 PM;open for 20ms
3/22/2021 3:40:15 PM;open for 20ms
3/22/2021 4:03:00 PM;open for 20ms
3/22/2021 4:27:04 PM;open for 20ms
3/22/2021 4:49:27 PM;open for 20ms
3/22/2021 5:15:23 PM;open for 20ms
3/22/2021 5:37:35 PM;open for 20ms
3/22/2021 6:01:25 PM;open for 20ms
3/22/2021 6:23:55 PM;open for 20ms
3/22/2021 6:47:48 PM;open for 20ms
3/22/2021 7:10:55 PM;open for 20ms
3/22/2021 7:34:44 PM;open for 20ms
3/22/2021 7:57:04 PM;open for 20ms
3/22/2021 8:20:24 PM;open for 20ms
3/22/2021 8:43:49 PM;open for 20ms
3/22/2021 9:06:44 PM;open for 20ms
3/22/2021 9:29:26 PM;open for 20ms
3/22/2021 9:53:55 PM;open for 20ms
3/22/2021 10:16:21 PM;open for 20ms
3/22/2021 10:39:42 PM;open for 20ms
3/22/2021 11:02:23 PM;open for 20ms
3/22/2021 11:26:13 PM;open for 20ms
3/22/2021 11:49:19 PM;open for 20ms
3/23/2021 12:12:33 AM;open for 20ms
3/23/2021 12:35:54 AM;open for 20ms
3/23/2021 12:58:31 AM;open for 20ms
3/23/2021 1:22:06 AM;open for 20ms
3/23/2021 1:44:47 AM;open for 20ms
3/23/2021 2:08:30 AM;open for 20ms
3/23/2021 2:31:36 AM;open for 20ms
3/23/2021 2:55:00 AM;open for 20ms
3/23/2021 3:18:14 AM;open for 20ms
3/23/2021 3:41:20 AM;open for 20ms
3/23/2021 4:04:02 AM;open for 20ms
3/23/2021 4:28:34 AM;open for 20ms
3/23/2021 4:51:08 AM;open for 20ms
3/23/2021 5:12:37 AM;open for 20ms
3/23/2021 5:37:03 AM;open for 20ms
3/23/2021 5:59:44 AM;open for 20ms
3/23/2021 6:23:30 AM;open for 20ms
3/23/2021 6:45:53 AM;open for 20ms
3/23/2021 7:08:52 AM;open for 20ms
3/23/2021 7:32:02 AM;open for 20ms
3/23/2021 7:55:19 AM;open for 20ms
3/23/2021 8:17:53 AM;open for 20ms
3/23/2021 8:42:08 AM;open for 20ms
3/23/2021 9:05:54 AM;open for 20ms
3/23/2021 9:28:10 AM;open for 20ms
3/23/2021 9:52:00 AM;open for 20ms
3/23/2021 10:15:46 AM;open for 20ms
3/23/2021 10:39:46 AM;open for 20ms
3/23/2021 11:02:31 AM;open for 20ms
3/23/2021 11:27:47 AM;open for 20ms
3/23/2021 11:51:11 AM;open for 20ms
3/23/2021 12:15:01 PM;open for 20ms
3/23/2021 12:37:27 PM;open for 20ms
3/23/2021 1:02:18 PM;open for 20ms
3/23/2021 1:25:21 PM;open for 20ms
3/23/2021 1:50:41 PM;open for 20ms
3/23/2021 2:13:43 PM;open for 20ms
3/23/2021 2:37:54 PM;open for 20ms
3/23/2021 3:00:28 PM;open for 20ms
3/23/2021 4:21:58 PM;open for 20ms
3/23/2021 4:22:27 PM;open for 20ms
3/23/2021 4:22:56 PM;open for 20ms
3/23/2021 4:23:25 PM;open for 20ms
3/23/2021 4:23:53 PM;open for 20ms
3/23/2021 4:24:22 PM;open for 20ms
3/23/2021 4:24:51 PM;open for 20ms
3/23/2021 4:25:20 PM;open for 20ms
3/23/2021 4:25:49 PM;open for 20ms
3/23/2021 4:30:29 PM;open for 20ms
3/23/2021 4:52:53 PM;open for 20ms
3/23/2021 5:08:07 PM;open for 20ms
3/23/2021 5:25:03 PM;open for 20ms
3/23/2021 5:41:01 PM;open for 20ms
3/23/2021 5:58:03 PM;open for 20ms
3/23/2021 6:15:10 PM;open for 20ms
3/23/2021 6:32:41 PM;open for 20ms
3/23/2021 6:49:58 PM;open for 20ms
3/23/2021 7:07:51 PM;open for 20ms
3/23/2021 7:25:19 PM;open for 20ms
3/23/2021 7:42:32 PM;open for 20ms
3/23/2021 8:00:04 PM;open for 20ms
3/23/2021 8:17:57 PM;open for 20ms
3/23/2021 8:34:24 PM;open for 20ms
3/23/2021 8:52:35 PM;open for 20ms
3/23/2021 9:09:59 PM;open for 20ms
3/23/2021 9:28:14 PM;open for 20ms
3/23/2021 9:45:20 PM;open for 20ms
