Date;valve
27.05.2021 05:20:14;open for 60 ms
27.05.2021 05:24:08;open for 60 ms
27.05.2021 05:27:26;open for 60 ms
27.05.2021 05:30:52;open for 60 ms
27.05.2021 05:34:38;open for 60 ms
27.05.2021 05:38:11;open for 60 ms
27.05.2021 05:41:29;open for 60 ms
27.05.2021 05:45:19;open for 60 ms
27.05.2021 05:48:55;open for 60 ms
27.05.2021 05:52:21;open for 60 ms
27.05.2021 05:55:42;open for 60 ms
27.05.2021 05:59:22;open for 60 ms
27.05.2021 06:02:44;open for 60 ms
27.05.2021 06:06:20;open for 60 ms
27.05.2021 06:09:20;open for 60 ms
27.05.2021 06:13:21;open for 60 ms
27.05.2021 06:17:04;open for 60 ms
27.05.2021 06:20:22;open for 60 ms
27.05.2021 06:24:13;open for 60 ms
27.05.2021 06:27:31;open for 60 ms
27.05.2021 06:31:03;open for 60 ms
27.05.2021 06:34:10;open for 60 ms
27.05.2021 06:37:54;open for 60 ms
27.05.2021 06:41:23;open for 60 ms
27.05.2021 06:45:09;open for 60 ms
27.05.2021 06:48:42;open for 60 ms
27.05.2021 06:51:49;open for 60 ms
27.05.2021 06:55:32;open for 60 ms
27.05.2021 06:59:08;open for 60 ms
27.05.2021 07:02:37;open for 60 ms
27.05.2021 07:05:59;open for 60 ms
27.05.2021 07:09:28;open for 60 ms
27.05.2021 07:13:11;open for 60 ms
27.05.2021 07:16:29;open for 60 ms
27.05.2021 07:19:36;open for 60 ms
27.05.2021 07:23:23;open for 60 ms
27.05.2021 07:26:38;open for 60 ms
27.05.2021 07:30:24;open for 60 ms
27.05.2021 07:33:35;open for 60 ms
27.05.2021 07:37:22;open for 60 ms
27.05.2021 07:40:55;open for 60 ms
27.05.2021 07:44:20;open for 60 ms
27.05.2021 07:48:21;open for 60 ms
27.05.2021 07:51:28;open for 60 ms
27.05.2021 07:55:01;open for 60 ms
27.05.2021 07:58:19;open for 60 ms
27.05.2021 08:02:16;open for 60 ms
27.05.2021 08:05:38;open for 60 ms
27.05.2021 08:09:07;open for 60 ms
27.05.2021 08:12:29;open for 60 ms
27.05.2021 08:16:08;open for 60 ms
27.05.2021 08:19:26;open for 60 ms
27.05.2021 08:22:59;open for 60 ms
27.05.2021 08:26:38;open for 60 ms
27.05.2021 08:30:04;open for 60 ms
27.05.2021 08:33:47;open for 60 ms
27.05.2021 08:37:16;open for 60 ms
27.05.2021 08:40:30;open for 60 ms
27.05.2021 08:43:59;open for 60 ms
27.05.2021 08:47:39;open for 60 ms
27.05.2021 08:50:42;open for 60 ms
27.05.2021 08:54:33;open for 60 ms
27.05.2021 08:57:44;open for 60 ms
27.05.2021 09:01:16;open for 60 ms
27.05.2021 09:05:03;open for 60 ms
27.05.2021 09:08:17;open for 60 ms
27.05.2021 09:11:50;open for 60 ms
27.05.2021 09:15:12;open for 60 ms
27.05.2021 09:18:51;open for 60 ms
27.05.2021 09:22:20;open for 60 ms
27.05.2021 09:25:20;open for 60 ms
27.05.2021 09:29:07;open for 60 ms
27.05.2021 09:32:29;open for 60 ms
27.05.2021 09:36:12;open for 60 ms
27.05.2021 09:39:55;open for 60 ms
27.05.2021 09:42:34;open for 60 ms
27.05.2021 09:46:42;open for 60 ms
27.05.2021 09:49:53;open for 60 ms
27.05.2021 09:53:29;open for 60 ms
27.05.2021 09:56:48;open for 60 ms
27.05.2021 10:00:34;open for 60 ms
27.05.2021 10:04:21;open for 60 ms
27.05.2021 10:07:32;open for 60 ms
27.05.2021 10:11:08;open for 60 ms
27.05.2021 10:14:26;open for 60 ms
27.05.2021 10:18:05;open for 60 ms
27.05.2021 10:20:58;open for 60 ms
27.05.2021 10:24:59;open for 60 ms
27.05.2021 10:28:17;open for 60 ms
27.05.2021 10:31:43;open for 60 ms
27.05.2021 10:35:19;open for 60 ms
27.05.2021 10:38:48;open for 60 ms
27.05.2021 10:42:42;open for 60 ms
27.05.2021 10:45:52;open for 60 ms
27.05.2021 10:49:29;open for 60 ms
27.05.2021 10:52:43;open for 60 ms
27.05.2021 10:56:05;open for 60 ms
27.05.2021 11:00:20;open for 60 ms
27.05.2021 11:03:56;open for 60 ms
27.05.2021 11:07:07;open for 60 ms
27.05.2021 11:10:40;open for 60 ms
27.05.2021 11:14:12;open for 60 ms
27.05.2021 11:17:12;open for 60 ms
27.05.2021 11:21:03;open for 60 ms
27.05.2021 11:24:35;open for 60 ms
27.05.2021 11:27:53;open for 60 ms
27.05.2021 11:31:22;open for 60 ms
27.05.2021 11:34:58;open for 60 ms
27.05.2021 11:38:12;open for 60 ms
27.05.2021 11:41:05;open for 60 ms
27.05.2021 11:44:34;open for 60 ms
27.05.2021 11:48:21;open for 60 ms
27.05.2021 11:51:43;open for 60 ms
27.05.2021 11:55:04;open for 60 ms
27.05.2021 11:58:33;open for 60 ms
27.05.2021 12:02:09;open for 60 ms
27.05.2021 12:05:27;open for 60 ms
27.05.2021 12:08:42;open for 60 ms
27.05.2021 12:11:53;open for 60 ms
27.05.2021 12:15:25;open for 60 ms
27.05.2021 12:18:57;open for 60 ms
27.05.2021 12:21:57;open for 60 ms
27.05.2021 12:25:37;open for 60 ms
27.05.2021 12:29:06;open for 60 ms
27.05.2021 12:32:10;open for 60 ms
27.05.2021 12:35:56;open for 60 ms
27.05.2021 12:39:07;open for 60 ms
27.05.2021 12:42:25;open for 60 ms
27.05.2021 12:46:19;open for 60 ms
27.05.2021 12:49:30;open for 60 ms
27.05.2021 12:52:38;open for 60 ms
27.05.2021 12:56:10;open for 60 ms
27.05.2021 12:59:24;open for 60 ms
27.05.2021 13:02:53;open for 60 ms
27.05.2021 13:06:26;open for 60 ms
27.05.2021 13:09:58;open for 60 ms
27.05.2021 13:13:23;open for 60 ms
27.05.2021 13:16:34;open for 60 ms
27.05.2021 13:20:07;open for 60 ms
27.05.2021 13:23:46;open for 60 ms
27.05.2021 13:26:50;open for 60 ms
27.05.2021 13:30:19;open for 60 ms
27.05.2021 13:34:02;open for 60 ms
27.05.2021 13:37:06;open for 60 ms
27.05.2021 13:40:49;open for 60 ms
27.05.2021 13:44:25;open for 60 ms
27.05.2021 13:47:21;open for 60 ms
27.05.2021 13:51:01;open for 60 ms
27.05.2021 13:54:08;open for 60 ms
27.05.2021 13:57:55;open for 60 ms
27.05.2021 14:00:52;open for 60 ms
27.05.2021 14:04:35;open for 60 ms
27.05.2021 14:08:04;open for 60 ms
27.05.2021 14:11:33;open for 60 ms
27.05.2021 14:14:33;open for 60 ms
27.05.2021 14:18:16;open for 60 ms
27.05.2021 14:21:52;open for 60 ms
27.05.2021 14:24:56;open for 60 ms
27.05.2021 14:28:35;open for 60 ms
27.05.2021 14:31:53;open for 60 ms
27.05.2021 14:35:47;open for 60 ms
27.05.2021 14:39:02;open for 60 ms
27.05.2021 14:42:27;open for 60 ms
27.05.2021 14:45:34;open for 60 ms
27.05.2021 14:49:03;open for 60 ms
27.05.2021 14:52:46;open for 60 ms
27.05.2021 14:55:50;open for 60 ms
27.05.2021 14:59:37;open for 60 ms
27.05.2021 15:03:02;open for 60 ms
27.05.2021 15:06:27;open for 60 ms
27.05.2021 15:10:11;open for 60 ms
27.05.2021 15:13:43;open for 60 ms
27.05.2021 15:17:01;open for 60 ms
27.05.2021 15:20:44;open for 60 ms
27.05.2021 15:23:55;open for 60 ms
27.05.2021 15:27:17;open for 60 ms
27.05.2021 15:30:31;open for 60 ms
27.05.2021 15:33:53;open for 60 ms
27.05.2021 15:37:36;open for 60 ms
27.05.2021 15:41:02;open for 60 ms
27.05.2021 15:44:16;open for 60 ms
27.05.2021 15:47:52;open for 60 ms
27.05.2021 15:51:32;open for 60 ms
27.05.2021 15:54:32;open for 60 ms
27.05.2021 15:58:15;open for 60 ms
27.05.2021 16:01:40;open for 60 ms
27.05.2021 16:04:47;open for 60 ms
27.05.2021 16:08:31;open for 60 ms
27.05.2021 16:12:07;open for 60 ms
27.05.2021 16:15:46;open for 60 ms
27.05.2021 16:19:19;open for 60 ms
27.05.2021 16:22:41;open for 60 ms
27.05.2021 16:25:44;open for 60 ms
27.05.2021 16:29:13;open for 60 ms
27.05.2021 16:32:38;open for 60 ms
27.05.2021 16:36:11;open for 60 ms
27.05.2021 16:39:40;open for 60 ms
27.05.2021 16:42:54;open for 60 ms
27.05.2021 16:46:30;open for 60 ms
27.05.2021 16:49:55;open for 60 ms
27.05.2021 16:53:17;open for 60 ms
27.05.2021 16:57:07;open for 60 ms
27.05.2021 17:00:25;open for 60 ms
27.05.2021 17:03:40;open for 60 ms
27.05.2021 17:07:05;open for 60 ms
27.05.2021 17:10:52;open for 60 ms
27.05.2021 17:14:14;open for 60 ms
27.05.2021 17:17:17;open for 60 ms
27.05.2021 17:20:43;open for 60 ms
27.05.2021 17:24:26;open for 60 ms
27.05.2021 17:27:33;open for 60 ms
27.05.2021 17:31:02;open for 60 ms
27.05.2021 17:34:49;open for 60 ms
27.05.2021 17:38:18;open for 60 ms
27.05.2021 17:41:32;open for 60 ms
27.05.2021 17:45:05;open for 60 ms
27.05.2021 17:48:23;open for 60 ms
27.05.2021 17:52:02;open for 60 ms
27.05.2021 17:55:09;open for 60 ms
27.05.2021 17:58:38;open for 60 ms
27.05.2021 18:01:53;open for 60 ms
27.05.2021 18:05:22;open for 60 ms
27.05.2021 18:09:08;open for 60 ms
27.05.2021 18:12:12;open for 60 ms
27.05.2021 18:15:37;open for 60 ms
27.05.2021 18:19:13;open for 60 ms
27.05.2021 18:22:46;open for 60 ms
27.05.2021 18:26:04;open for 60 ms
27.05.2021 18:29:33;open for 60 ms
27.05.2021 18:32:40;open for 60 ms
27.05.2021 18:36:27;open for 60 ms
27.05.2021 18:39:38;open for 60 ms
27.05.2021 18:43:17;open for 60 ms
27.05.2021 18:46:35;open for 60 ms
27.05.2021 18:49:57;open for 60 ms
27.05.2021 18:53:19;open for 60 ms
27.05.2021 18:56:51;open for 60 ms
27.05.2021 19:00:24;open for 60 ms
27.05.2021 19:03:38;open for 60 ms
27.05.2021 19:06:49;open for 60 ms
27.05.2021 19:10:07;open for 60 ms
27.05.2021 19:13:39;open for 60 ms
27.05.2021 19:17:08;open for 60 ms
27.05.2021 19:20:37;open for 60 ms
27.05.2021 19:23:44;open for 60 ms
27.05.2021 19:27:06;open for 60 ms
27.05.2021 19:30:38;open for 60 ms
27.05.2021 19:33:35;open for 60 ms
27.05.2021 19:37:36;open for 60 ms
27.05.2021 19:40:47;open for 60 ms
27.05.2021 19:44:12;open for 60 ms
27.05.2021 19:47:27;open for 60 ms
27.05.2021 19:50:56;open for 60 ms
27.05.2021 19:54:03;open for 60 ms
27.05.2021 19:57:17;open for 60 ms
27.05.2021 20:00:50;open for 60 ms
27.05.2021 20:04:08;open for 60 ms
27.05.2021 20:07:26;open for 60 ms
27.05.2021 20:10:33;open for 60 ms
27.05.2021 20:14:23;open for 60 ms
27.05.2021 20:17:38;open for 60 ms
27.05.2021 20:20:38;open for 60 ms
27.05.2021 20:24:14;open for 60 ms
27.05.2021 20:27:21;open for 60 ms
27.05.2021 20:31:01;open for 60 ms
27.05.2021 20:34:23;open for 60 ms
27.05.2021 20:37:48;open for 60 ms
27.05.2021 20:40:51;open for 60 ms
27.05.2021 20:44:31;open for 60 ms
27.05.2021 20:47:35;open for 60 ms
27.05.2021 20:51:00;open for 60 ms
27.05.2021 20:54:29;open for 60 ms
27.05.2021 20:57:47;open for 60 ms
27.05.2021 21:01:01;open for 60 ms
27.05.2021 21:04:19;open for 60 ms
27.05.2021 21:07:48;open for 60 ms
27.05.2021 21:10:55;open for 60 ms
27.05.2021 21:14:06;open for 60 ms
27.05.2021 21:17:42;open for 60 ms
27.05.2021 21:20:50;open for 60 ms
27.05.2021 21:24:11;open for 60 ms
27.05.2021 21:28:02;open for 60 ms
27.05.2021 21:31:05;open for 60 ms
27.05.2021 21:33:58;open for 60 ms
27.05.2021 21:37:05;open for 60 ms
27.05.2021 21:40:49;open for 60 ms
27.05.2021 21:44:32;open for 60 ms
27.05.2021 21:47:36;open for 60 ms
27.05.2021 21:51:08;open for 60 ms
27.05.2021 21:54:26;open for 60 ms
27.05.2021 21:57:30;open for 60 ms
27.05.2021 22:00:55;open for 60 ms
27.05.2021 22:03:59;open for 60 ms
27.05.2021 22:07:13;open for 60 ms
27.05.2021 22:10:31;open for 60 ms
27.05.2021 22:14:22;open for 60 ms
27.05.2021 22:17:36;open for 60 ms
27.05.2021 22:20:36;open for 60 ms
27.05.2021 22:24:12;open for 60 ms
27.05.2021 22:27:23;open for 60 ms
27.05.2021 22:30:48;open for 60 ms
27.05.2021 22:33:52;open for 60 ms
27.05.2021 22:37:17;open for 60 ms
27.05.2021 22:40:35;open for 60 ms
27.05.2021 22:44:08;open for 60 ms
27.05.2021 22:47:22;open for 60 ms
27.05.2021 22:50:37;open for 60 ms
27.05.2021 22:54:09;open for 60 ms
27.05.2021 22:57:27;open for 60 ms
27.05.2021 23:00:31;open for 60 ms
27.05.2021 23:04:14;open for 60 ms
27.05.2021 23:07:14;open for 60 ms
27.05.2021 23:10:25;open for 60 ms
27.05.2021 23:13:57;open for 60 ms
27.05.2021 23:17:12;open for 60 ms
27.05.2021 23:20:41;open for 60 ms
27.05.2021 23:23:55;open for 60 ms
27.05.2021 23:27:13;open for 60 ms
27.05.2021 23:30:38;open for 60 ms
27.05.2021 23:33:42;open for 60 ms
27.05.2021 23:37:07;open for 60 ms
27.05.2021 23:40:29;open for 60 ms
27.05.2021 23:43:29;open for 60 ms
27.05.2021 23:47:05;open for 60 ms
27.05.2021 23:50:01;open for 60 ms
27.05.2021 23:53:41;open for 60 ms
27.05.2021 23:56:48;open for 60 ms
28.05.2021 00:00:24;open for 60 ms
28.05.2021 00:03:24;open for 60 ms
28.05.2021 00:06:39;open for 60 ms
28.05.2021 00:10:00;open for 60 ms
28.05.2021 00:13:36;open for 60 ms
28.05.2021 00:16:40;open for 60 ms
28.05.2021 00:20:02;open for 60 ms
28.05.2021 00:22:58;open for 60 ms
28.05.2021 00:26:59;open for 60 ms
28.05.2021 00:30:07;open for 60 ms
28.05.2021 00:33:07;open for 60 ms
28.05.2021 00:36:39;open for 60 ms
28.05.2021 00:39:57;open for 60 ms
28.05.2021 00:43:19;open for 60 ms
28.05.2021 00:46:59;open for 60 ms
28.05.2021 00:49:37;open for 60 ms
28.05.2021 00:53:09;open for 60 ms
28.05.2021 00:56:20;open for 60 ms
28.05.2021 01:00:00;open for 60 ms
28.05.2021 01:03:14;open for 60 ms
28.05.2021 01:06:43;open for 60 ms
28.05.2021 01:10:05;open for 60 ms
28.05.2021 01:13:19;open for 60 ms
28.05.2021 01:16:16;open for 60 ms
28.05.2021 01:20:10;open for 60 ms
28.05.2021 01:23:06;open for 60 ms
28.05.2021 01:26:57;open for 60 ms
28.05.2021 01:30:04;open for 60 ms
28.05.2021 01:33:36;open for 60 ms
28.05.2021 01:36:58;open for 60 ms
28.05.2021 01:40:05;open for 60 ms
28.05.2021 01:43:59;open for 60 ms
28.05.2021 01:47:17;open for 60 ms
28.05.2021 01:50:25;open for 60 ms
28.05.2021 01:54:04;open for 60 ms
28.05.2021 01:57:12;open for 60 ms
28.05.2021 02:00:51;open for 60 ms
28.05.2021 02:03:51;open for 60 ms
28.05.2021 02:07:27;open for 60 ms
28.05.2021 02:10:53;open for 60 ms
28.05.2021 02:14:11;open for 60 ms
28.05.2021 02:17:32;open for 60 ms
28.05.2021 02:21:05;open for 60 ms
28.05.2021 02:24:19;open for 60 ms
28.05.2021 02:27:52;open for 60 ms
28.05.2021 02:31:06;open for 60 ms
28.05.2021 02:34:46;open for 60 ms
28.05.2021 02:38:00;open for 60 ms
28.05.2021 02:41:36;open for 60 ms
28.05.2021 02:44:47;open for 60 ms
28.05.2021 02:48:09;open for 60 ms
28.05.2021 02:51:27;open for 60 ms
28.05.2021 02:55:03;open for 60 ms
28.05.2021 02:58:21;open for 60 ms
28.05.2021 03:01:57;open for 60 ms
28.05.2021 03:05:29;open for 60 ms
28.05.2021 03:08:58;open for 60 ms
28.05.2021 03:12:34;open for 60 ms
28.05.2021 03:15:31;open for 60 ms
28.05.2021 03:19:07;open for 60 ms
28.05.2021 03:22:50;open for 60 ms
28.05.2021 03:25:50;open for 60 ms
28.05.2021 03:29:12;open for 60 ms
28.05.2021 03:32:37;open for 60 ms
28.05.2021 03:36:13;open for 60 ms
28.05.2021 03:39:45;open for 60 ms
28.05.2021 03:43:29;open for 60 ms
28.05.2021 03:46:40;open for 60 ms
28.05.2021 03:50:16;open for 60 ms
28.05.2021 03:53:37;open for 60 ms
28.05.2021 03:57:21;open for 60 ms
28.05.2021 04:01:07;open for 60 ms
28.05.2021 04:04:11;open for 60 ms
28.05.2021 04:07:36;open for 60 ms
28.05.2021 04:11:12;open for 60 ms
28.05.2021 04:15:10;open for 60 ms
28.05.2021 04:18:10;open for 60 ms
28.05.2021 04:22:04;open for 60 ms
28.05.2021 04:25:29;open for 60 ms
28.05.2021 04:29:02;open for 60 ms
28.05.2021 04:32:52;open for 60 ms
28.05.2021 04:36:14;open for 60 ms
28.05.2021 04:40:01;open for 60 ms
28.05.2021 04:43:01;open for 60 ms
28.05.2021 04:46:51;open for 60 ms
28.05.2021 04:50:20;open for 60 ms
28.05.2021 04:53:38;open for 60 ms
28.05.2021 04:57:43;open for 60 ms
28.05.2021 05:01:08;open for 60 ms
28.05.2021 05:04:23;open for 60 ms
28.05.2021 05:08:10;open for 60 ms
28.05.2021 05:11:42;open for 60 ms
28.05.2021 05:14:56;open for 60 ms
28.05.2021 05:19:05;open for 60 ms
28.05.2021 05:22:19;open for 60 ms
28.05.2021 05:25:48;open for 60 ms
28.05.2021 05:29:35;open for 60 ms
28.05.2021 05:32:57;open for 60 ms
28.05.2021 05:36:44;open for 60 ms
28.05.2021 05:40:27;open for 60 ms
28.05.2021 05:43:45;open for 60 ms
28.05.2021 05:47:43;open for 60 ms
28.05.2021 05:51:08;open for 60 ms
28.05.2021 05:55:05;open for 60 ms
28.05.2021 05:58:09;open for 60 ms
28.05.2021 06:01:38;open for 60 ms
28.05.2021 06:05:43;open for 60 ms
28.05.2021 06:09:19;open for 60 ms
28.05.2021 06:12:37;open for 60 ms
28.05.2021 06:16:42;open for 60 ms
28.05.2021 06:20:21;open for 60 ms
28.05.2021 06:24:19;open for 60 ms
